"instrumento","arquivo_zip","arquivo_interno","extensao","tamanho_descompactado_bytes"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Heil PR30/Marshall1960A-G12Ms-PR30-CapEdge-0.5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Heil PR30/Marshall1960A-G12Ms-PR30-Cap-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Heil PR30/Marshall1960A-G12Ms-PR30-Cone-3in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Heil PR30/Marshall1960A-G12Ms-PR30-CapEdge-5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Heil PR30/Marshall1960A-G12Ms-PR30-Cone-1in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-1in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-3in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-3in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-0.5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-1in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-2in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-6in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-0.5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-0in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-4in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CenterCab-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-0in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-4in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-0.5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdge-2in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-6in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-0.5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-1in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-3in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-1in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-3in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-3in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-12in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-1in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-3in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-1in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-2in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-4in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-0in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-6in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-ConeEdge-0.5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-4in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-2in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-0in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-6in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-0.5in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-6in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-2in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-4in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-0in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cone-2in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapOffAxis-0in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-Cap-6in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx II/Marshall1960A-G12Ms/Royer R121/Marshall1960A-G12Ms-R121-CapEdgeOffAxis-4in.syx",".syx","10904"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-0in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-3in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-12in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-2in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-1in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-6in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-12in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-4in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-0.5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-0in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-3in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-12in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-0.5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-2in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-1in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cone-5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-6in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-4in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-0in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-2in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-6in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-1in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-3in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-4in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-CapEdge-12in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-4in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-3in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-0.5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-1in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-6in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-2in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-Cap-5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-0.5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Shure SM7/Marshall1960A-G12Ms-SM7-ConeEdge-0in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cone-0in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cap-5in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cone-2in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cone-6in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cap-1in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cap-3in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cone-4in.syx",".syx","8204"
"Guitarra","downloads\arquivos\Por modelo\Guitarra\Marshall\1960A G12M - Fractal.zip","1960A G12M - Fractal/RW Impulses/Axe-Fx/Marshall1960A-G12Ms/Neumann U67/Marshall1960A-G12Ms-U67-Cap-4in.syx",".syx","8204"
